PUNT_GLOBAL,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,COLE_AREA_UBICACION,COLE_BILINGUE,FAMI_EDUCACIONMADRE
262.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
203.0,Estrato 1,No,No,RURAL,N,Primaria completa
298.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) completa
229.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica incompleta
283.0,Estrato 2,Si,No,URBANO,N,Primaria incompleta
260.0,Estrato 2,Si,No,URBANO,N,Primaria completa
257.0,Estrato 2,Si,No,URBANO,N,Técnica o tecnológica completa
310.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
177.0,Estrato 1,No,No,URBANO,N,Primaria completa
263.0,Estrato 3,Si,Si,RURAL,N,Postgrado
238.0,Estrato 2,Si,No,URBANO,N,Educación profesional completa
274.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
292.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
279.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
254.0,Estrato 2,No,No,URBANO,N,Primaria completa
265.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
204.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
268.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
233.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
291.0,Estrato 2,Si,No,URBANO,N,Educación profesional completa
283.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
320.0,Estrato 4,Si,No,URBANO,N,Secundaria (Bachillerato) completa
311.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
259.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
349.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
255.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
307.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
320.0,Estrato 2,Si,Si,RURAL,N,Técnica o tecnológica completa
251.0,Estrato 2,Si,Si,RURAL,N,Primaria incompleta
197.0,Estrato 3,No,No,RURAL,N,Primaria completa
177.0,Estrato 1,No,No,RURAL,N,Primaria completa
235.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
293.0,Estrato 2,Si,Si,URBANO,N,Educación profesional incompleta
344.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
244.0,Estrato 2,No,Si,URBANO,N,Educación profesional incompleta
219.0,Estrato 1,No,No,RURAL,N,Primaria completa
339.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
280.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
198.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
279.0,Estrato 2,No,No,URBANO,N,Primaria completa
257.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
250.0,Estrato 3,No,Si,URBANO,N,Primaria completa
239.0,Estrato 2,No,Si,RURAL,S,Primaria incompleta
222.0,Estrato 1,No,Si,URBANO,N,Primaria completa
202.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
285.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
299.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
242.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
286.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
272.0,Estrato 3,Si,Si,URBANO,N,Primaria completa
256.0,Estrato 2,No,Si,URBANO,N,Educación profesional completa
269.0,Estrato 4,Si,Si,RURAL,N,Técnica o tecnológica completa
287.0,Estrato 1,No,Si,URBANO,N,Educación profesional completa
228.0,Estrato 1,No,No,URBANO,N,Primaria completa
217.0,Estrato 2,No,Si,RURAL,N,Secundaria (Bachillerato) completa
364.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
331.0,Estrato 1,No,No,RURAL,N,Secundaria (Bachillerato) completa
278.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica completa
234.0,Estrato 2,No,No,URBANO,N,Primaria completa
272.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
211.0,Estrato 2,No,No,URBANO,N,No sabe
276.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
241.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
347.0,Estrato 4,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
247.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
282.0,Estrato 1,No,Si,RURAL,N,Secundaria (Bachillerato) incompleta
244.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
276.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
308.0,Estrato 4,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
305.0,Estrato 3,No,No,RURAL,N,Primaria incompleta
264.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
272.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
275.0,Estrato 2,Si,No,RURAL,N,Secundaria (Bachillerato) completa
325.0,Estrato 4,Si,Si,RURAL,N,Postgrado
250.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
254.0,Estrato 1,Si,No,URBANO,N,Primaria incompleta
351.0,Estrato 4,Si,Si,RURAL,N,Educación profesional completa
231.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
162.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
298.0,Estrato 3,No,No,URBANO,N,Primaria completa
226.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
215.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
266.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
276.0,Estrato 2,No,Si,URBANO,N,Primaria completa
219.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
249.0,Estrato 2,Si,No,URBANO,N,Educación profesional incompleta
225.0,Estrato 4,Si,No,URBANO,N,Técnica o tecnológica completa
183.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
275.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) completa
253.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
227.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
177.0,Estrato 1,No,No,URBANO,N,Educación profesional completa
268.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
255.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
198.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
256.0,Estrato 1,No,Si,RURAL,N,Primaria incompleta
285.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
278.0,Sin Estrato,Si,No,URBANO,N,Secundaria (Bachillerato) completa
298.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
282.0,Estrato 3,Si,Si,URBANO,N,Primaria completa
227.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
310.0,Estrato 3,No,No,URBANO,N,Primaria completa
254.0,Sin Estrato,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
281.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
283.0,Estrato 1,Si,No,RURAL,N,Secundaria (Bachillerato) incompleta
202.0,Estrato 2,No,Si,URBANO,S,Primaria completa
253.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
307.0,Estrato 4,Si,No,URBANO,N,Técnica o tecnológica incompleta
316.0,Estrato 4,Si,Si,RURAL,N,Educación profesional completa
292.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
242.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
273.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
290.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica incompleta
189.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
359.0,Estrato 3,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
267.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
315.0,Estrato 2,No,Si,URBANO,N,Primaria incompleta
241.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
246.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) completa
217.0,Estrato 1,No,No,URBANO,N,Ninguno
238.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
206.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
339.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
322.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
221.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
292.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
288.0,Estrato 4,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
338.0,Estrato 3,Si,Si,URBANO,N,Educación profesional incompleta
305.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
217.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
272.0,Estrato 3,Si,Si,URBANO,N,Educación profesional incompleta
178.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
345.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
221.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
225.0,Estrato 1,No,No,RURAL,N,Primaria completa
175.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
299.0,Estrato 3,Si,Si,RURAL,N,Técnica o tecnológica incompleta
240.0,Estrato 1,No,Si,URBANO,N,Postgrado
223.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
313.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) completa
285.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
298.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
269.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
204.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
276.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
301.0,Estrato 1,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
375.0,Estrato 3,Si,Si,RURAL,N,Postgrado
236.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
218.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
240.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
255.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
189.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
347.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
268.0,Estrato 2,No,No,URBANO,N,Primaria completa
258.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
280.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
188.0,Estrato 4,Si,Si,URBANO,N,Primaria completa
254.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
249.0,Estrato 2,No,No,RURAL,S,Primaria incompleta
285.0,Sin Estrato,Si,Si,URBANO,N,Técnica o tecnológica incompleta
243.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
227.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
216.0,Estrato 3,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
258.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
220.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
241.0,Estrato 1,Si,Si,URBANO,N,Primaria incompleta
335.0,Estrato 2,Si,Si,RURAL,N,Técnica o tecnológica completa
266.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
249.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
336.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
311.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
246.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
277.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica incompleta
239.0,Estrato 2,No,Si,RURAL,N,Primaria completa
251.0,Estrato 2,No,Si,URBANO,N,No sabe
292.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
300.0,Estrato 4,Si,Si,RURAL,N,Técnica o tecnológica completa
262.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
282.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
261.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
296.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
280.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
265.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
255.0,Estrato 2,Si,Si,RURAL,N,Primaria completa
334.0,Estrato 2,Si,Si,RURAL,N,Técnica o tecnológica completa
252.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
246.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
205.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
220.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
230.0,Estrato 1,No,No,URBANO,N,Primaria completa
198.0,Estrato 2,No,No,RURAL,N,Primaria incompleta
327.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
264.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
285.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica completa
342.0,Estrato 2,No,No,URBANO,N,Educación profesional incompleta
200.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
307.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
253.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
330.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
296.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
244.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
260.0,Estrato 2,Si,Si,URBANO,N,Postgrado
276.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
243.0,Estrato 1,No,Si,RURAL,N,Primaria completa
282.0,Estrato 1,No,Si,RURAL,N,Secundaria (Bachillerato) incompleta
256.0,Estrato 2,Si,Si,RURAL,N,Primaria completa
242.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
223.0,Estrato 1,Si,No,URBANO,N,Primaria incompleta
293.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
275.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
284.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
310.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
180.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
357.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
305.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
235.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
193.0,Estrato 1,No,No,URBANO,N,Técnica o tecnológica incompleta
291.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
325.0,Estrato 4,Si,Si,URBANO,N,Educación profesional incompleta
269.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
197.0,Estrato 2,No,No,RURAL,N,Técnica o tecnológica incompleta
226.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
316.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
189.0,Estrato 2,No,No,RURAL,N,Primaria incompleta
319.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
280.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
219.0,Estrato 2,No,Si,URBANO,N,Primaria completa
232.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
210.0,Estrato 2,No,No,URBANO,N,Primaria completa
275.0,Estrato 2,No,No,RURAL,N,Primaria completa
249.0,Estrato 1,Si,Si,URBANO,N,Primaria incompleta
309.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
253.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
221.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
342.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica completa
227.0,Estrato 2,No,No,URBANO,N,Primaria completa
378.0,Estrato 2,Si,Si,RURAL,N,Educación profesional completa
265.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
369.0,Estrato 3,No,Si,URBANO,N,Técnica o tecnológica completa
281.0,Estrato 3,Si,No,RURAL,N,Educación profesional completa
239.0,Estrato 2,Si,Si,RURAL,N,Primaria completa
216.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
298.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
193.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
213.0,Estrato 1,No,No,RURAL,N,Primaria completa
246.0,Estrato 2,No,No,URBANO,N,Técnica o tecnológica completa
180.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
226.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
259.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
227.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
269.0,Estrato 2,No,No,URBANO,N,Educación profesional incompleta
223.0,Estrato 2,No,No,URBANO,N,Educación profesional completa
240.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
263.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
357.0,Estrato 3,Si,Si,RURAL,N,Postgrado
210.0,Estrato 1,No,No,URBANO,N,Primaria completa
274.0,Estrato 2,No,Si,URBANO,N,Educación profesional completa
235.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
195.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
242.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
194.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
262.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
270.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
257.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
284.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
287.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
249.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
362.0,Estrato 1,No,Si,URBANO,N,Primaria incompleta
278.0,Estrato 2,Si,Si,URBANO,N,Postgrado
328.0,Estrato 1,No,No,RURAL,N,Primaria completa
274.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
236.0,Estrato 3,No,No,URBANO,N,Primaria completa
232.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
280.0,Estrato 3,Si,Si,RURAL,N,Educación profesional completa
214.0,Estrato 2,No,Si,RURAL,N,Primaria completa
258.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
287.0,Estrato 2,No,No,URBANO,N,Ninguno
224.0,Estrato 3,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
343.0,Estrato 3,Si,Si,RURAL,N,Técnica o tecnológica completa
207.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
325.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
252.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
320.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
260.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
304.0,Estrato 3,Si,Si,RURAL,N,Educación profesional completa
361.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
276.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) completa
225.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
256.0,Estrato 1,Si,Si,URBANO,N,Primaria incompleta
248.0,Estrato 3,No,Si,URBANO,N,Educación profesional completa
218.0,Estrato 1,Si,No,URBANO,N,Primaria completa
270.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
192.0,Estrato 6,No,Si,URBANO,N,Primaria incompleta
199.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
197.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
237.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
313.0,Estrato 1,Si,No,URBANO,N,Primaria incompleta
335.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
301.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
304.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
305.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
358.0,Estrato 3,Si,Si,RURAL,N,Postgrado
252.0,Estrato 2,Si,Si,URBANO,N,No sabe
234.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
265.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
230.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica completa
219.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
225.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
304.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
243.0,Estrato 1,No,Si,RURAL,N,Técnica o tecnológica completa
259.0,Estrato 2,Si,No,URBANO,N,Primaria incompleta
222.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
180.0,Estrato 2,No,No,URBANO,N,Primaria completa
343.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
273.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
305.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
308.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
209.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
190.0,Estrato 2,Si,Si,RURAL,N,Educación profesional completa
310.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
296.0,Estrato 4,Si,Si,RURAL,N,Educación profesional completa
203.0,Estrato 2,No,No,URBANO,N,Primaria completa
205.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
292.0,Estrato 2,No,No,URBANO,N,Técnica o tecnológica completa
232.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
282.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
215.0,Estrato 6,Si,Si,RURAL,N,Educación profesional completa
290.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
257.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
268.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
233.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
230.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
290.0,Estrato 3,Si,No,URBANO,N,Educación profesional completa
198.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
214.0,Estrato 2,Si,Si,RURAL,N,Primaria completa
211.0,Sin Estrato,No,No,URBANO,N,Primaria incompleta
281.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
350.0,Estrato 3,Si,Si,RURAL,N,Educación profesional completa
226.0,Estrato 2,No,Si,URBANO,N,Primaria completa
278.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
207.0,Estrato 2,No,Si,URBANO,N,Primaria incompleta
258.0,Estrato 2,No,Si,URBANO,N,Primaria incompleta
363.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
236.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
153.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
304.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
231.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
337.0,Estrato 5,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
299.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
318.0,Estrato 3,Si,Si,RURAL,N,Postgrado
315.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
244.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
265.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
286.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
312.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
297.0,Estrato 5,Si,Si,URBANO,N,Primaria completa
194.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
268.0,Estrato 1,No,No,RURAL,N,Primaria completa
282.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
201.0,Estrato 2,No,No,URBANO,N,Primaria completa
183.0,Estrato 2,No,No,URBANO,N,Primaria completa
261.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) completa
200.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
235.0,Estrato 2,No,No,URBANO,N,Primaria completa
246.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
258.0,Estrato 3,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
293.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
232.0,Estrato 1,No,No,RURAL,N,Secundaria (Bachillerato) completa
325.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
290.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) completa
237.0,Estrato 2,Si,Si,URBANO,N,No sabe
225.0,Estrato 2,Si,No,RURAL,N,Primaria incompleta
298.0,Estrato 2,No,No,URBANO,N,Educación profesional incompleta
278.0,Estrato 1,No,No,RURAL,N,Primaria completa
285.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
311.0,Estrato 4,No,Si,RURAL,N,Primaria incompleta
258.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
288.0,Estrato 2,No,No,URBANO,N,Educación profesional incompleta
338.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
220.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
329.0,Estrato 2,No,Si,URBANO,N,Postgrado
356.0,Estrato 2,No,Si,URBANO,N,Educación profesional completa
180.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica completa
227.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
163.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
238.0,Estrato 2,No,No,URBANO,N,Primaria completa
337.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
265.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
225.0,Estrato 4,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
